DIRECTION,FACTOR_CODE,FACTOR_VALUE,FACTOR_VALUE_SEQ,LOAD_DATA_TS,REASON_UNIQUE_ID,SERVICE_ROLE_TYPE,STATEMENT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"C","10000","1000","","","937148101","2","Salary Payment from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937150097","2","Merchant Payment from {DebitParty}"<endrec>
"C","10000","1000","","","937150098","2","Salary Payment from {DebitParty} via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937150099","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","5000","","","937150101","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo} via Web by {Initiator}"<endrec>
"C","10000","1000","","","937150102","2","Funds received from Business {DebitParty}"<endrec>
"C","10000","1000","","","937150104","2","Funds received from Business {DebitParty}"<endrec>
"C","10000","5000","","","937150116","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo} via Web by {Initiator}"<endrec>
"C","10000","5000","","","937150117","2","Customer Airtime Purchase by {DebitParty}"<endrec>
"C","10000","5000","","","937150119","2","Customer Airtime Purchase by {DebitParty}"<endrec>
"C","10000","5000","","","937150130","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo} via Web by {Initiator}"<endrec>
"C","10000","1000","","","937150131","2",""<endrec>
"C","10000","1000","","","937150132","2",""<endrec>
"C","10000","1000","","","937150133","2",""<endrec>
"C","10000","1000","","","937150134","2",""<endrec>
"C","10000","1000","","","937150135","2",""<endrec>
"C","10000","1000","","","937150136","2",""<endrec>
"C","10000","1000","","","937150137","2",""<endrec>
"C","10000","1000","","","937150138","2",""<endrec>
"C","10000","5000","","","937150143","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo} via Web by {Initiator}"<endrec>
"C","10000","5000","","","937150148","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","1000","","","937150149","2","Funds received from Business {DebitParty}"<endrec>
"C","10000","5000","","","937150152","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","8000","","","937150153","2","Control account transfer from {DebitParty}"<endrec>
"C","10000","8000","","","937152131","2","withdrawal by Organisation"<endrec>
"C","10000","8000","","","937153119","2","withdrawal by SP"<endrec>
"C","10000","8000","","","937153120","2","withdrawal by Organisation"<endrec>
"C","10000","5000","","","937153128","2","Pay Bill from {DebitParty} Acc. {BillReferenceNo} via Web by {Initiator}"<endrec>
"C","10000","5000","","","937153129","2","Pay Bill Online from {DebitParty} Acc. {BillReferenceNo}"<endrec>
"C","10000","5000","","","937153131","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","5000","","","937153132","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","5000","","","937153139","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","5000","","","937154145","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","5000","","","937154159","2",""<endrec>
"C","10000","5000","","","937154160","2",""<endrec>
"C","10000","5000","","","937154168","2",""<endrec>
"C","10000","5000","","","937154169","2",""<endrec>
"C","10000","5000","","","937154183","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","1000","","","937155145","2",""<endrec>
"C","10000","5000","","","937155147","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","1000","","","937155149","2","Funds received from Business {DebitParty}"<endrec>
"C","10000","5000","","","937155155","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","5000","","","937156159","2","OTC Bills Payment {Initiator}"<endrec>
"C","10000","-1","","","937156161","3","OTC Reversal {DebitParty}"<endrec>
"C","10000","1000","","","937156165","2","WU International Transfer From {DebitParty}"<endrec>
"C","10000","1000","","","937156166","2","BICS IMT Request Validate"<endrec>
"C","10000","1000","","","937156167","2","BICS International Transfer From {DebitParty}"<endrec>
"C","10000","5000","","","937156168","2","IMT Quote Request Received"<endrec>
"C","10000","5000","","","937156174","2","IMT Transfer Abroad for {DebitParty}"<endrec>
"C","10000","5000","","","937156179","2","IMT Quote Request Received"<endrec>
"C","10000","5000","","","937157185","2","IMT Transfer Abroad for {DebitParty}"<endrec>
"C","10000","5000","","","937158184","2","M-Shwari Deposit From {DebitParty}"<endrec>
"C","10000","5000","","","937158185","2","M-Kesho Deposit From {DebitParty}"<endrec>
"C","10000","1000","","","937158186","3","M-Kesho Loan Disburse To {DebittParty}"<endrec>
"C","10000","1000","","","937158187","3","M-Shwari Loan Disburse"<endrec>
"C","10000","5000","","","937158201","2","M-Shwari Loan Repayment From {DebitParty}"<endrec>
"C","10000","5000","","","937158202","2","M-Shwari Loan Repayment From Savings From {DebitParty}"<endrec>
"C","10000","5000","","","937158203","2","Savings Client Online Insurance Request From {DebitParty}"<endrec>
"C","10000","1000","","","937158204","3","M-Shwari Withdraw"<endrec>
"C","10000","1000","","","937158205","3","Savings Client Online Withdrawal Request"<endrec>
"C","10000","-1","","","937160185","3","OTC Reversal {DebitParty}"<endrec>
"C","10000","1000","","","937161198","2","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"C","10000","1000","","","937161205","2","WU International Transfer From {DebitParty}"<endrec>
"C","10000","5000","","","937161209","2","IMT Transfer Abroad for {DebitParty}"<endrec>
"C","10000","5000","","","937161210","2","IMT Transfer Abroad for {DebitParty}"<endrec>
"C","10000","5000","","","937161211","2","M-Shwari Deposit From {DebitParty}"<endrec>
"C","10000","5000","","","937161212","2","M-Kesho Deposit From {DebitParty}"<endrec>
"C","10000","5000","","","937161216","2","M-Shwari Deposit From {DebitParty}"<endrec>
"C","10000","5000","","","937161217","2","M-Kesho Deposit From {DebitParty}"<endrec>
"C","10000","5000","","","937162184","3","Withdrawal at ATM by {DebitParty}"<endrec>
"C","10000","1000","","","937162185","2",""<endrec>
"C","10000","1000","","","937162198","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10000","1000","","","937162199","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10000","1000","","","937162201","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10000","1000","","","937162202","2",""<endrec>
"C","10000","1000","","","937162203","2",""<endrec>
"C","10000","1000","","","937162205","2",""<endrec>
"C","10000","1000","","","937162207","3","M-Shwari Loan Request"<endrec>
"C","10000","1000","","","937163204","3","M-Shwari Loan Request"<endrec>
"C","10000","5000","","","937163205","2","Business Withdrawal of Funds by {DebitParty}"<endrec>
"C","10000","5000","","","937163227","2","{DebitParty} Purchase Service"<endrec>
"C","10000","5000","","","937163239","2","{DebitParty} Purchase Service"<endrec>
"C","10000","-1","","","937163241","3","Full Reversal from {DebitParty} for Withdrawal at ATM"<endrec>
"C","10000","1000","","","937163242","2","WU International Transfer From {DebitParty}"<endrec>
"C","10000","5000","","","937163243","2","{DebitParty} Purchase Service"<endrec>
"C","10000","5000","","","937163246","2","{DebitParty} Purchase Service"<endrec>
"C","10000","5000","","","937163248","2","{DebitParty} Purchase Service"<endrec>
"C","10000","5000","","","937163249","2","{DebitParty} Purchase Service"<endrec>
"C","10000","1000","","","937163253","2","Funds received from {DebitParty}"<endrec>
"C","10000","-1","","","937164184","3","Customer Transfer Reversal by {Initiator}"<endrec>
"C","10000","1000","","","937164203","2",""<endrec>
"C","10000","1000","","","937164204","2",""<endrec>
"C","10000","1000","","","937164208","2",""<endrec>
"C","10000","1000","","","937164209","2",""<endrec>
"C","10000","1000","","","937164212","2","Internal Funds transfer from M-Pesa Account type"<endrec>
"C","10000","5000","","","937164213","2","Transfer from Float Instance"<endrec>
"C","10000","5000","","","937164218","2","{DebitParty} Purchase Service"<endrec>
"C","10000","5000","","","937164223","3","Give Cash at Agent Till"<endrec>
"C","10000","5000","","","937164224","3","Give Cash at Agent Store via Web by {Initiator}"<endrec>
"C","10000","5000","","","937164235","2","Funds received from {DebitParty}"<endrec>
"C","10000","5000","","","937164240","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937164247","2",""<endrec>
"C","10000","1000","","","937164254","2","Multiple Account Funds Transfer Cr"<endrec>
"C","10000","1000","","","937164257","2",""<endrec>
"C","10000","5000","","","937164269","2",""<endrec>
"C","10000","5000","","","937164275","2",""<endrec>
"C","10000","1000","","","937164277","2",""<endrec>
"C","10000","5000","","","937164278","2",""<endrec>
"C","10000","5000","","","937164279","2",""<endrec>
"C","10000","1000","","","937164292","2","Internal Funds transfer from M-Pesa Account type"<endrec>
"C","10000","5000","","","937166311","2",""<endrec>
"C","10000","5000","","","937166312","2",""<endrec>
"C","10000","5000","","","937166320","2",""<endrec>
"C","10000","1000","","","937166333","2","Salary Payment from {DebitParty}"<endrec>
"C","10000","5000","","","937166361","2","Business Withdrawal of Funds within Hierarchy by {DebitParty}"<endrec>
"C","10000","5000","","","937166362","2","Business Deposit of Funds from {DebitParty} at Agent Till"<endrec>
"C","10000","5000","","","937166412","2","IMT Quote Request Received"<endrec>
"C","10000","5000","","","937166414","2","IMT Quote Request Received"<endrec>
"C","10000","5000","","","937166416","2","IMT Quote Request Received"<endrec>
"C","10000","5000","","","937166417","2","IMT Quote Request Received"<endrec>
"C","10000","1000","","","937166430","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10000","1000","","","937166431","2","Deposit of Funds at Agent Till {DebitParty} by {Initiator}"<endrec>
"C","10000","1000","","","937166432","2","Deposit at Agent Store via Web by {Initiator}"<endrec>
"C","10000","5000","","","937166434","2","Withdrawal at Agent Store via Web by {Initiator}"<endrec>
"C","10000","5000","","","937166435","2","Merchant Payment Online from {DebitParty}"<endrec>
"C","10000","1000","","","937166436","2","WU International Transfer From {DebitParty}"<endrec>
"C","10000","5000","","","937166437","2","Business Deposit of Funds from {DebitParty} via Web by {Initiator}"<endrec>
"C","10000","5000","","","937166438","2","Business Deposit of Funds from {DebitParty} via Web by {Initiator}"<endrec>
"C","10000","5000","","","937166439","2","Business Deposit of Funds within Hierarchy via Web by {Initiator}"<endrec>
"C","10000","5000","","","937166442","2","Organization Transfer from MMF Account to Float Account via Web by {Initiator}"<endrec>
"C","10000","5000","","","937166443","2","Organization Transfer from Float Account to MMF Account via Web by {Initiator}"<endrec>
"C","10000","5000","","","937166445","2","Organization Transfer from Float Account to MMF Account via Web by {Initiator}"<endrec>
"C","10000","5000","","","937166446","2","Organization Transfer from MMF Account to Float Account via Web by {Initiator}"<endrec>
"C","10000","-1","","","937166450","3","Pay Utility Reversal by {Initiator}"<endrec>
"C","10000","5000","","","937166466","2","IMT Transfer Abroad for {DebitParty}"<endrec>
"C","10000","5000","","","937166481","2","Withdrawal at Agent Store via Web by {Initiator}"<endrec>
"C","10000","5000","","","937167307","2",""<endrec>
"C","10000","1000","","","937167316","2",""<endrec>
"C","10000","5000","","","937167322","2","Customer Airtime Purchase by {DebitParty}"<endrec>
"C","10000","1000","","","937167338","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","5000","","","937167357","2","IMT Quote Request Received"<endrec>
"C","10000","5000","","","937167358","2","IMT Quote Request Received"<endrec>
"C","10000","1000","","","937167360","2","BICS International Transfer From {DebitParty}"<endrec>
"C","10000","1000","","","937167361","2","BICS International Transfer From {DebitParty}"<endrec>
"C","10000","5000","","","937167364","2","IMT Quote Request Received"<endrec>
"C","10000","5000","","","937167365","2","IMT Quote Request Received"<endrec>
"C","10000","1000","","","937167366","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937167367","2","Customer Transfer via WEB by {Initiator}"<endrec>
"C","10000","1000","","","937167372","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937167378","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937167379","2","Funds received from {DebitParty}"<endrec>
"C","10000","1000","","","937167381","2","BICS International Transfer From {DebitParty}"<endrec>
"C","10000","1000","","","937167388","2","BICS International Transfer From {DebitParty}"<endrec>
"C","10000","1000","","","937167398","2","BICS International Transfer From {DebitParty}"<endrec>
"C","10000","1000","","","937167399","2","BICS International Transfer From {DebitParty}"<endrec>
"C","10000","1000","","","937167400","2","BICS International Transfer From {DebitParty}"<endrec>
"C","10000","1000","","","937167404","2","Internal Funds transfer from M-Pesa Account type"<endrec>
"C","10000","5000","","","937167405","2","Transfer from Float Instance"<endrec>
