APPLIED_SCENARIO,CATEGORY,ERROR_CODE,ERROR_DESCRIPTION,ERROR_DESCRIPTION_I18N_ID,LOAD_DATA_TS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"15","BTS","TC30042","A failure error code is returned when the postpaid interface of the AG is invoked.","",""<endrec>
"15","BTS","TC30043","A timeout error occurred when the AG invokes the postpaid interface of a third-party system.","",""<endrec>
"15","BTS","TC30044","The AG returns a failure error code when the bill payment status is verified.","",""<endrec>
"15","BTS","TC30045","A failure error code is returned when the AG invokes a third-party payment interface during bill payment verification.","",""<endrec>
"15","BTS","TC30046","An error occurred during date formatting.","",""<endrec>
"15","BTS","TC30047","An error code is returned for a prepaid recharge operation.","",""<endrec>
"15","BTS","TC30048","A failure error code is returned by the AG during prepaid recharge verification.","",""<endrec>
"15","BTS","TC30049","A timeout error occurred when the AG invokes the prepaid recharge interface of a third-party system.","",""<endrec>
"15","BTS","TC30050","A failure error code is returned when the AG invokes a third-party interface for a prepaid recharge operation.","",""<endrec>
"15","BTS","TC30051","The AG returns a failure response when being invoked to recharge a postpaid subscriber.","",""<endrec>
"15","BTS","TC30052","An error message is returned when the AG is invoked to recharge a postpaid subscriber.","",""<endrec>
"15","BTS","TC30053","A failure error code is returned when the AG invokes a third-party interface for a postpaid recharge operation.","",""<endrec>
"2.0","BTS","TC30054","The accounts to be adjusted in bulk must not be empty.","",""<endrec>
"2.0","BTS","TC30055","The identities for which accounts are to be adjusted in bulk must not be empty.","",""<endrec>
"15","BTS","TC30056","The transaction fails to be reversed.","",""<endrec>
"15","BTS","TC30057","The SMS confirmation notification receiver must be set to an organization operator.","",""<endrec>
"15","BTS","TC30058","The initiator and receiver of the remittance transaction must be different.","",""<endrec>
"8.0","BTS","TC30059","Failed to obtain the transaction trace code.","",""<endrec>
"2.0","BTS","TC30060","The {0} request parameter is mandatory.","",""<endrec>
"2.0","BTS","TC30061","The {0} context parameter is mandatory.","",""<endrec>
"15","BTS","TC30062","The unregistered customer of the remitter whose CNIC is {0} needs to be approved","",""<endrec>
"2.0","BTS","TC30063","The identity ID is mandatory.","",""<endrec>
"15","BTS","TC30064","The {0} CNIC must belong to the current identity.","",""<endrec>
"2","BTS","TC30065","Identity types of both parties in the transaction should be Organization.","",""<endrec>
"15.0","BTS","TC30066","The transaction initiator already has a transaction to be confirmed.","",""<endrec>
"15.0","BTS","TC30067","Enter Y or Y PIN as the confirmation message configured in the reason type.","",""<endrec>
"15","BTS","TC30068","The value or status of the PIN in the SMS confirmation message is incorrect.","",""<endrec>
"15","BTS","TC30069","The transaction amount is less than the minimum currency unit.","",""<endrec>
"15","BTS","TC30070","The SMS confirmation notification receiver configured in the reason type has no MSISDN.","",""<endrec>
"2","BTS","TC30071","When the account to be queried does not exist, the system displays an error message and reverses the transaction.","",""<endrec>
"17","BTS","TC30072","The customer check rule is empty in the third-party organization.","",""<endrec>
"17","BTS","TC30073","The business check rule is empty in the third-party organization.","",""<endrec>
"15","BTS","TC30074","An SMS confirmation notification receiver must be configured in the reason type.","",""<endrec>
"14","BTS","TC30075","Failed to configure the KYC field because the entry is not found in the data dictionary.","",""<endrec>
"17","BTS","TC30076","The initiator does not have the permission.","",""<endrec>
"15","BTS","TC30077","There is no transaction to be confirmed in the system.","",""<endrec>
"15","BTS","TC30078","The CNIC and MSISDN of the remitter do not match during a remittance transaction.","",""<endrec>
"15","BTS","TC30079","The CNIC and MSISDN of the receiver do not match during a remittance transaction.","",""<endrec>
"15","BTS","TC30080","The Identity Type and MSISDN parameter do not match during a bulk account adjustment transaction.","",""<endrec>
"15","BTS","TC30081","The primary operator person of the organization is empty.","",""<endrec>
"15","BTS","TC30082","The transaction initiator person is empty.","",""<endrec>
"15","BTS","TC30083","The transaction receiver person is empty.","",""<endrec>
"15","BTS","TC30084","The primary party person of the transaction is empty.","",""<endrec>
"15","BTS","TC30085","The transaction requester person is empty.","",""<endrec>
"15","BTS","TC30086","The Person field is empty.","",""<endrec>
"15","BTS","TC30087","A confirmer sends the short message ""N"" to cancel a transaction.","",""<endrec>
"14","BTS","TC30088","The Cross-Bank Transfer Transaction Types system parameter is not configured.","",""<endrec>
"15","BTS","TC30089","When the identity type is set to an organization, MSISDN must be set to the MSISDN of the organization owner.","",""<endrec>
"23.0","BTS","TC30090","The {0} organization must subscribe to at least one ATM product.","",""<endrec>
"23.0","BTS","TC30091","The {0} organization short code must exist in the system.","",""<endrec>
"15","BTS","TC30092","The CNIC of the original transaction initiator does not exist.","",""<endrec>
"15","BTS","TC30093","The CNIC of the original transaction receiver does not exist.","",""<endrec>
"15","BTS","TC30094","The CNIC of the original transaction primary party does not exist.","",""<endrec>
"15","BTS","TC30095","The CNIC of the original transaction requester does not exist.","",""<endrec>
"15","BTS","TC30096","The CNIC of the original transaction initiator is blacklisted.","",""<endrec>
"15","BTS","TC30097","The CNIC of the original transaction receiver is blacklisted.","",""<endrec>
"15","BTS","TC30098","The CNIC of the original transaction primary party is blacklisted.","",""<endrec>
"15","BTS","TC30099","The CNIC of the original transaction requester is blacklisted.","",""<endrec>
"2","BTS","TC30100","Failed to generate summary information.","",""<endrec>
"2","BTS","TC30101","Failed to generate a description for a bulk task.","",""<endrec>
"2","BTS","TC30102","Failed to obtain the task execution result.","",""<endrec>
"15","BTS","TC30103","The entered passcode is incorrect, if one more incorrect passcode is entered, the passcode will be blocked.","",""<endrec>
"15","BTS","TC30104","The PIN status is incorrect.","",""<endrec>
"2","BTS","TC30105","Concurrent transactions fail to be processed.","",""<endrec>
"15","BTS","TC30106","The credit identity {0} is in the {1} state and not allowed to process the current service.","",""<endrec>
"15","BTS","TC30107","The debit identity {0} is in the {1} state and not allowed to process the current service.","",""<endrec>
"15","BTS","TC30108","The charge debit identity {0} is in the {1} state and not allowed to process the current service.","",""<endrec>
"4","BTS","TC30109","Transaction failed because the debit customer is in the New state and already has a Debit transaction record.","",""<endrec>
"4","BTS","TC30110","Transaction failed because the credit customer is in the New state and already has a Credit transaction record.","",""<endrec>
"2","BTS","TC30111","The order whose ID is {0} fails to be processed during reconciliation transaction batch processing.","",""<endrec>
"2","BTS","TC30112","Entry {0} fails to be processed when reconciliation entries are processed on the portal in bulk.","",""<endrec>
"2","BTS","TC30113","Order ID {0} fails to be processed when derivative transactions are manually initiated on the portal in bulk.","",""<endrec>
"2","BTS","TC30114","The reconciliation transaction log of order ID {0} does not exist.","",""<endrec>
"2","BTS","TC30115","The reconciliation transaction log of order ID {0} indicates that the reconciliation transaction is in the {1} state and cannot be approved.","",""<endrec>
"2","BTS","TC30116","When a reversal transaction is initiated, the association relationship of the secondary withdrawal transaction does not exist or is not in the Connected state.","",""<endrec>
"2","BTS","TC30117","The transaction serial number of order ID {0} does not exist.","",""<endrec>
"2","BTS","TC30118","The transaction type parameter is not configured at the system level for reconciliation transactions.","",""<endrec>
"2","BTS","TC30119","Transaction type {0} does not exist.","",""<endrec>
"2","BTS","TC30120","No bank card information is found based on the {0} control account.","",""<endrec>
"2","BTS","TC30121","The secondary withdrawal transaction of the associated ID {0} does not exist.","",""<endrec>
"2","BTS","TC30122","The secondary withdrawal transaction of the associated ID {0} is in the {1} state and does not support the transaction.","",""<endrec>
"2","BTS","TC30123","The {0} reconciliation statement is in the {1} state and does not allow a new transaction to be initiated.","",""<endrec>
"2","BTS","TC30124","Account type instances configured for the bank interaction service {0} and reason type {1} do not exist or are not associated with banks, and no new transaction can be initiated.","",""<endrec>
"2","BTS","TC30125","Transaction serial number {0} does not exist, the transaction is not approved, or no EFT file is exported for the transaction. No entry-related transaction can be initiated.","",""<endrec>
"2","BTS","TC30126","Transaction serial number {1} of entry {0} is associated with another entry, and the current operation is not allowed.","",""<endrec>
"2","BTS","TC30127","Transaction serial number {1} of entry {0} is associated with another entry of the same transaction party, and the current operation is not allowed.","",""<endrec>
"2","BTS","TC30128","Entry {0} is in the {1} state and cannot be associated with other entries.","",""<endrec>
"2","BTS","TC30129","The withdrawal and control account transfer services do not support transaction reversal.","",""<endrec>
"15","BTS","TC30130","The specified CNIC and TID do not match.","",""<endrec>
"2","BTS","TC30131","Failed to upgrade the customer because the customer has one or more vouchers being redeemed or authorized.","",""<endrec>
"8","BTS","TC30132","The customer is not a registered customer during CCH transaction reversal.","",""<endrec>
"8","BTS","TC30133","The customer is not identified by the CCH operator during a CCH transaction reversal.","",""<endrec>
"8","BTS","TC30134","Account {0} has an incomplete transaction or a voucher to be redeemed.","",""<endrec>
"8","BTS","TC30135","No corresponding transaction type {0} is configured in the system parameter.","",""<endrec>
"8","BTS","TC30136","When the system moves the balance out of a dormant account, the {0} transaction type does not exist.","",""<endrec>
"8","BTS","TC30137","The default SP operator does not exist.","",""<endrec>
"8","BTS","TC30138","The account has no dormant record, and cannot be refunded.","",""<endrec>
"8","BTS","TC30139","Refunded operation failed because the account balance is 0.","",""<endrec>
"8","BTS","TC30140","The account balance has been already moved to the Unclaimed account.","",""<endrec>
"8","BTS","TC30141","The account has an incomplete refund transaction.","",""<endrec>
"8","BTS","TC30142","Some balances of the account have not been moved to the SP control account.","",""<endrec>
"8","BTS","TC30143","The account balance has been already refunded.","",""<endrec>
"8","BTS","TC30144","The account does not need to be refunded.","",""<endrec>
"8","BTS","TC30145","There is no failed dormant transaction record.","",""<endrec>
"8","BTS","TC30146","The balance in the account does not need to be moved to the SP holding account.","",""<endrec>
"8","BTS","TC30147","Bank {1} linked to entry {0} is inconsistent with bank {3} in order {2} to be linked to the entry.","",""<endrec>
"8","BTS","TC30148","Process {0} does not support process status {1}, and clearing expired transactions is not allowed.","",""<endrec>
"15","BTS","TC30149","The format of third-party parameter {0} is incorrect.","",""<endrec>
"20","BTS","TC30150","Enter a correct Password during the transaction process.","",""<endrec>
"8","BTS","TC30151","When the system sends an airtime top-up transaction request to a third-party system, the MNO sends back a transaction failure message.","",""<endrec>
"2","BTS","TC30152","Operation failed. When an operator initiates a refund operation for a dormant account, the receiver number is set to the number of the operator.","",""<endrec>
"15","BTS","TC30153","If the reason type does not support partial reversal, the specified reversal amount must be equal to the transaction amount.","",""<endrec>
"15","BTS","TC30154","If the reason type does not support full reversal, the specified reversal amount must be less than the transaction amount.","",""<endrec>
"4","BTS","TC30155","The MSISDN of the customer does not exist or is not in the specified number segment.","",""<endrec>
"8","BTS","TC30156","The transaction is failed. The Account Type in the Reason Type is inconsistent with that corresponding to the specific transaction account.","",""<endrec>
"15","BTS","TC30157","Verification failed. The initiator is not the organization owner.","",""<endrec>
"15","BTS","TC30158","No receiving channel is configured for the confirmation message in the reason type.","",""<endrec>
"15","BTS","TC30159","MSISDN {1} and CNIC {2} specified for transaction participant {0} do not belong to the same identity.","",""<endrec>
"15","BTS","TC30163","The service request data of the bulk G2P Payment service does not match with the reason type selected on the GUI.","",""<endrec>
"15","BTS","TC30164","The {0} request parameter of the bulk task must not be empty.","",""<endrec>
"15","BTS","TC30165","The {0} parameter in a bulk file is in an incorrect format. The correct format is {1}.","",""<endrec>
"15","BTS","TC30166","The specified amount precision must not exceed the configured local precision.","",""<endrec>
"15","BTS","TC30167","A third-party processing failure is returned when the AG service {0} invoked. Failure cause: {1}","",""<endrec>
"15","BTS","TC30169","The CNIC of {0} is blacklisted.","",""<endrec>
"15","BTS","TC30170","The CNIC of {0} in the original transaction record is blacklisted.","",""<endrec>
"15","BTS","TC30171","The CNIC of {0} does not exist.","",""<endrec>
"15","BTS","TC30172","The CNIC of {0} in the original transaction does not exist.","",""<endrec>
"15","BTS","TC30174","The bank card information of identity {0} cannot be empty.","",""<endrec>
"15","BTS","TC30175","The bank card account of identity {0} cannot be empty.","",""<endrec>
"15","BTS","TC30176","In a utility payment bulk transaction, the utility organization must be a BTS or WMBL.","",""<endrec>
"15","BTS","TC30177","The service must be performed using two different accounts.","",""<endrec>
"15","BTS","TC30178","The {0} field cannot be set to {1}.","",""<endrec>
"4","BTS","TC30179","Failed to perform a transfer transaction for the current account.","",""<endrec>
"4","BTS","TC30180","Failed to perform a transfer transaction for the current account.","",""<endrec>
"4","BTS","TC30181","Failed to reverse the transaction.","",""<endrec>
"4","BTS","TC30183","No data is found.","",""<endrec>
"15","BTS","TC30184","The transaction amount cannot be empty or zero.","",""<endrec>
"15","BTS","TC30185","The transaction amount is incorrect.","",""<endrec>
"15","BTS","TC30186","No transaction confirmation amount needs to be entered.","",""<endrec>
"15","BTS","TC30187","The transaction confirmation amount must be equal to or less than the amount payable.","",""<endrec>
"15","BTS","TC30188","The transaction confirmation amount must be equal to or greater than the minimum amount payable.","",""<endrec>
"4","BTS","TC30189","MSISDN {0} of the customer is incorrect or does not exist.","",""<endrec>
"4","BTS","TC30190","The PIN entered for the transaction is incorrect.","",""<endrec>
"8","BTS","TC30191","The entered currency type does not match the supported currency type.","",""<endrec>
"8","BTS","TC30192","The entered transaction amount is invalid.","",""<endrec>
"8","BTS","TC30193","The entered customer type is not supported.","",""<endrec>
"8","BTS","TC30194","The entered KYC information does not match reason type requirements.","",""<endrec>
"2","BTS","TC30195","The commission reason type parameter is not configured at the system level.","",""<endrec>
"15","BTS","TC30196","Transaction failed because the MSISDN of {0} is not in the number segment of {1}.","",""<endrec>
"8","BTS","TC30197","The type of the entered input number is invalid.","",""<endrec>
"8","BTS","TC30198","The entered MSISDN is out of the valid number segment range.","",""<endrec>
"8","BTS","TC30199","The AG sends a reply indicating transaction cancellation.","",""<endrec>
"8","BTS","TC30200","The IMT transaction has expired.","",""<endrec>
"8","BTS","TC30201","Additional data is incorrectly configured.","",""<endrec>
"8","BTS","TC30202","The IMT transaction has been cancelled.","",""<endrec>
"8","BTS","TC30203","The IMT transaction status is incorrect.","",""<endrec>
"8","BTS","TC30204","The IMT transaction input parameters are incorrect.","",""<endrec>
"8","BTS","TC30205","The IMT validation transaction does not exist.","",""<endrec>
"8","BTS","TC30206","The IMT transaction request has already been submitted.","",""<endrec>
"8","BTS","TC30207","The transaction ID in the account information in the IMT credit request is inconsistent with the actual ID.","",""<endrec>
"15","BTS","TC30208","The account whose name is {0} cannot be used to execute a transaction of service {1} because the account has a pending transaction of service {1}.","",""<endrec>
"15","BTS","TC30209","The account whose name is {0} can only be used to execute one {1} transaction within 24 hours.","",""<endrec>
"15","BTS","TC30210","Invoking NE {0} fails.","",""<endrec>
"8","BTS","TC30211","Verification on additional data from a third party fails. Detailed information : {0}","",""<endrec>
"8","BTS","TC30212","The length of the reconciliation file path exceeds the upper limit.","",""<endrec>
"8","BTS","TC30213","The interaction between the system and the third party is abnormal.","",""<endrec>
"15","BTS","TC30214","The {0} transaction is being processed. Please try again later.","",""<endrec>
"15","BTS","TC30215","The MSISDN of the receiver must be the MSISDN of an organization owner.","",""<endrec>
"8","BTS","TC30216","The transaction has been canceled because the number of Receive Money Request sending attempts has reached the upper limit.","",""<endrec>
"8","BTS","TC30217","The transaction does not comply with limit rule {0}.","",""<endrec>
"8","BTS","TC30218","The transaction does not comply with limit rule {0}.","",""<endrec>
"8","BTS","TC30219","Identity {0} has not subscribed to a product that contains the {1} service as the {2} party.","",""<endrec>
"8","BTS","TC30220","Identity {0} has not subscribed to a product that contains the {1} service as the {2} party.","",""<endrec>
"8","BTS","TC30221","The entered customer type is not supported.","",""<endrec>
"8","BTS","TC30222","The entered customer type is not supported.","",""<endrec>
"14","BTS","TC30223","The total recharge amount has exceeded the upper limit.","",""<endrec>
"14","BTS","TC30224","The subscriber is not a prepaid Safaricom subscriber or in an incorrect state.","",""<endrec>
"14","BTS","TC30225","A failure has occurred in a third-party system.","",""<endrec>
"14","BTS","TC30226","No matching debiting relationship is found.","",""<endrec>
"14","BTS","TC30227","Failed to create a scheduled task.","",""<endrec>
"15","BTS","TC30228","Invoking the Euronet times out, the AG fails to process a request from the BCS or response from a third party, and the original transaction is reversed.","",""<endrec>
"17","BTS","TC30229","The receiver of the B2C Payment is a customer of the {0} type.","",""<endrec>
"17","BTS","TC30230","The receiver of the B2C payment is not a customer.","",""<endrec>
"17","BTS","TC30231","The transaction amount contains more than 2 decimal digits.","",""<endrec>
"14","BTS","TC30232","Failed to create a backup file when reconciliation statements are exported.","",""<endrec>
"14","BTS","TC30233","An exception occurred when the backup file flow is closed during reconciliation statement export.","",""<endrec>
"14","BTS","TC30234","A subelement cannot be added when a backup file is created.","",""<endrec>
"14","BTS","TC30235","The imported reconciliation statement to be parsed is empty.","",""<endrec>
"14","BTS","TC30236","A field value in the csv file is separated by comma, resulting in an incorrect number of columns.","",""<endrec>
"14","BTS","TC30237","Failed to parse the imported reconciliation statement.","",""<endrec>
"8","BTS","TC30238","The account is closed and new account is not allowed to be created for the identity.","",""<endrec>
"2","BTS","TC30239","Failed to match a reason type because the Expression factor does not match.","",""<endrec>
"2","BTS","TC30240","Failed to match a reason type because the Channel factor does not match.","",""<endrec>
"2","BTS","TC30241","Failed to match a reason type because the Hierarchy factor does not match.","",""<endrec>
"2","BTS","TC30242","Failed to match a reason type because the Initiator Type factor does not match.","",""<endrec>
"2","BTS","TC30243","Failed to match a reason type because the Identity Type factor of the debit party does not match.","",""<endrec>
"2","BTS","TC30244","Failed to match a reason type because the Identity Subtype factor of the debit party does not match.","",""<endrec>
"2","BTS","TC30245","Failed to match a reason type because the Account Type factor of the debit party does not match.","",""<endrec>
"2","BTS","TC30246","Failed to match a reason type because the Identity Status factor of the debit party does not match.","",""<endrec>
"2","BTS","TC30247","Failed to match a reason type because the Identity Model factor of the debit party does not match.","",""<endrec>
"2","BTS","TC30248","Failed to match a reason type because the Is Registered by Agent factor of the debit party does not match.","",""<endrec>
"2","BTS","TC30249","Failed to match a reason type because the Segment factor of the debit party does not match.","",""<endrec>
"2","BTS","TC30250","Failed to match a reason type because the Specific Identity factor of the debit party does not match.","",""<endrec>
"2","BTS","TC30251","Failed to match a reason type because the Top Organization factor of the debit party does not match.","",""<endrec>
"2","BTS","TC30252","Failed to match a reason type because the Trust Level factor of the debit party does not match.","",""<endrec>
"2","BTS","TC30253","Failed to match a reason type because the Identity Type factor of the credit party does not match.","",""<endrec>
"2","BTS","TC30254","Failed to match a reason type because the Identity Subtype factor of the credit party does not match.","",""<endrec>
"2","BTS","TC30255","Failed to match a reason type because the Account Type factor of the credit party does not match.","",""<endrec>
"2","BTS","TC30256","Failed to match a reason type because the Identity Status factor of the credit party does not match.","",""<endrec>
"2","BTS","TC30257","Failed to match a reason type because the Identity Model factor of the credit party does not match.","",""<endrec>
"2","BTS","TC30258","Failed to match a reason type because the Is Registered by Agent factor of the credit party does not match.","",""<endrec>
"2","BTS","TC30259","Failed to match a reason type because the Segment factor of the credit party does not match.","",""<endrec>
"2","BTS","TC30260","Failed to match a reason type because the Specific Identity factor of the credit party does not match.","",""<endrec>
"2","BTS","TC30261","Failed to match a reason type because the Top Organization factor of the credit party does not match.","",""<endrec>
"2","BTS","TC30262","Failed to match a reason type because the Trust Level factor of the credit party does not match.","",""<endrec>
"4","BTS","TC30263","Failed to match a reason type because the BO factor does not match.","",""<endrec>
"8","BTS","TC30264","Failed to initiate the transaction because the {0} core product subscribed to by the customer does not have associated link type information.","",""<endrec>
"8","BTS","TC30265","Failed to initiate the transaction because there is no associated link between the customer and organization.","",""<endrec>
"8","BTS","TC30266","Failed to initiate the transaction because the status of the link between the customer and organization is not Active.","",""<endrec>
"8","BTS","TC30267","An identity has initiated transaction {0} which is in the Pending Authorized or Authorized state.","",""<endrec>
"8","BTS","TC30268","Failed to initiate the transaction because the customer has not read the terms and conditions.","",""<endrec>
"8","BTS","TC30269","Reason type {0} associated with the second loan transaction does not exist.","",""<endrec>
"8","BTS","TC30270","The {0} FSI transaction is in the success state, the result in the message returned by the FI is failure.","",""<endrec>
"8","BTS","TC30271","The {0} FSI transaction is in the failure state, the result in the message returned by the FI is success.","",""<endrec>
"8","BTS","TC30272","The {0} FSI transaction is in the success state, the result in the message returned by the FI is success.","",""<endrec>
"8","BTS","TC30273","The {0} FSI transaction is in the failure state, the result in the message returned by the FI is failure.","",""<endrec>
"8","BTS","TC30274","The first loan transaction has succeeded. The second loan transaction does not exist or is not completed.","",""<endrec>
"8","BTS","TC30275","Customer {0} has not subscribed to the FSI Core product.","",""<endrec>
"8","BTS","TC30276","The status of the link between the customer and organization can only be Suspended or Closed.","",""<endrec>
"8","BTS","TC30277","Confirmation transaction {0} has timed out.","",""<endrec>
"8","BTS","TC30278","Transaction {0} has timed out. The two loan transactions have succeeded, the FI returns a message indicating that the processing result is a failure.","",""<endrec>
"8","GV","TC30279","The link type of the customer does not have FI account information.","",""<endrec>
"8","GV","TC30280","FI Account Info attribute {0} does not exist during a transaction.","",""<endrec>
"8","GV","TC30281","FI Account Info attribute {0} is invalid during a transaction.","",""<endrec>
"8","BTS","TC30282","Transaction {0} has timed out. The first loan transaction has succeeded, the second loan transaction has failed, and the result in the message returned by the FI is failure.","",""<endrec>
"8","BTS","TC30283","Transaction {0} has timed out and failed. The result in the message returned by the FI is failure.","",""<endrec>
"8","BTS","TC30284","Transaction {0} has timed out and succeeded. The result in the message returned by the FI is failure.","",""<endrec>
"8","BTS","TC30285","The insurance number is incorrect in a transaction request.","",""<endrec>
"8","BTS","TC30286","The {0} transaction is manually cancelled by an FI.","",""<endrec>
"2","BTS","TC30287","Failed to match a reason type because the Identity Relationship factor does not match.","",""<endrec>
"2","BTS","TC30288","Transaction failed because the follow-up loan transfer has failed.","",""<endrec>
"17","BTS","TC30289","Transaction {0} has been associated with an entry and cannot be cancelled.","",""<endrec>
"17","BTS","TC30291","Invalid IBFT transaction request.","",""<endrec>
"17","BTS","TC30292","A customer chooses to cancel a transaction after receiving a USSD Push prompt.","",""<endrec>
"17","BTS","TC30293","A customer does not enter any information until timeout after receiving a USSD Push prompt.","",""<endrec>
"17","BTS","TC30294","A customer chooses to forcibly cancel a transaction after receiving a USSD Push prompt.","",""<endrec>
"17","BTS","TC30295","An unknown exception has occurred after a customer receives a USSD Push prompt.","",""<endrec>
"17","BTS","TC30296","The receiver party does not meet the reversal conditions for the transaction reason type, or the initiator does not have the permission to reverse the transaction.","",""<endrec>
"17","BTS","TC30297","When an organization operator initiates a reversal transaction, the Receiver Party field is not empty.","",""<endrec>
"15","BTS","TC30300","Failed. The bank account is not found. Correct account information and then try again. {0}","",""<endrec>
"15","BTS","TC30301","Failed. The host transaction limit is exceeded. {0}","",""<endrec>
"15","BTS","TC30302","Failed. The balance in the bank account is insufficient. {0}","",""<endrec>
"15","BTS","TC30303","Failed. The bank account status is invalid. {0}","",""<endrec>
"15","BTS","TC30304","Failed. The system cannot process your request because a timeout error has occurred. Try again or contact {1} for help. {0}","",""<endrec>
"15","BTS","TC30305","The bill reference number {1} has already been paid. Enter a correct reference number. {0}","",""<endrec>
"15","BTS","TC30306","Failed. Invalid debit bank account. {0}","",""<endrec>
"15","BTS","TC30307","Failed. Invalid credit bank account. {0}","",""<endrec>
"15","BTS","TC30308","Failed. Your bank fund transfer limit is exceeded. {0}","",""<endrec>
"15","BTS","TC30309","The bill reference number {1} does not exist. Enter a correct reference number. {0}","",""<endrec>
"15","BTS","TC30310","Failed. The system cannot process your request. Try again or contact {1} for help. {0}","",""<endrec>
"8","BTS","TC30311","The {0} multi-instance SP account cannot be parsed.","",""<endrec>
"17","BTS","TC30312","The value of HeadOffice is inconsistent with the head office of the primary party.","",""<endrec>
"17","BTS","TC30313","The transaction initiator is incorrect.","",""<endrec>
"17","BTS","TC30314","Failed to authenticate the parameter.","",""<endrec>
"17","BTS","TC30315","During a B2B transaction, the primary party fails to be authenticated.","",""<endrec>
"2","BTS","TC30316","Failed to match a reason type because the Account Type factor of the initiator party does not match.","",""<endrec>
"2","BTS","TC30317","Failed to match a reason type because the Account Type factor of the receiver does not match.","",""<endrec>
"2","BTS","TC30318","Failed to match a reason type because the Identity Model factor of the initiator party does not match.","",""<endrec>
"2","BTS","TC30319","Failed to match a reason type because the Identity Model factor of the receiver does not match.","",""<endrec>
"2","BTS","TC30320","Failed to match a reason type because the Identity Status factor of the initiator party does not match.","",""<endrec>
"2","BTS","TC30321","Failed to match a reason type because the Identity Status factor of the receiver does not match.","",""<endrec>
"2","BTS","TC30322","Failed to match a reason type because the Identity Subtype factor of the initiator party does not match.","",""<endrec>
"2","BTS","TC30323","Failed to match a reason type because the Identity Subtype factor of the receiver does not match.","",""<endrec>
"2","BTS","TC30324","Failed to match a reason type because the Identity Type factor of the initiator party does not match.","",""<endrec>
"2","BTS","TC30325","Failed to match a reason type because the Identity Type factor of the receiver does not match.","",""<endrec>
"2","BTS","TC30326","Failed to match a reason type because the Is Registered by Agent factor of the initiator party does not match.","",""<endrec>
"2","BTS","TC30327","Failed to match a reason type because the Is Registered by Agent factor of the receiver does not match.","",""<endrec>
"2","BTS","TC30328","Failed to match a reason type because the Segment factor of the initiator party does not match.","",""<endrec>
"2","BTS","TC30329","Failed to match a reason type because the Segment factor of the receiver does not match.","",""<endrec>
"2","BTS","TC30330","Failed to match a reason type because the Special Identity factor of the initiator party does not match.","",""<endrec>
"2","BTS","TC30331","Failed to match a reason type because the Special Identity factor of the receiver does not match.","",""<endrec>
"2","BTS","TC30332","Failed to match a reason type because the Top Organization factor of the initiator party does not match.","",""<endrec>
"2","BTS","TC30333","Failed to match a reason type because the Top Organization factor of the receiver does not match.","",""<endrec>
"2","BTS","TC30334","Failed to match a reason type because the Trust Level factor of the initiator party does not match.","",""<endrec>
"2","BTS","TC30335","Failed to match a reason type because the Trust Level factor of the receiver does not match.","",""<endrec>
"17","BTS","TC30336","Invalid IBFT transaction request. The transaction with the specified bank transaction ID has already been reversed.","",""<endrec>
"17","BTS","TC30337","Invalid IBFT transaction request. The bank IMD code in the transaction request does not exist in the system.","",""<endrec>
"17","BTS","TC30338","Invalid IBFT transaction request. The transaction with the bank serial number specified in the transaction request has already been successfully processed.","",""<endrec>
"17","BTS","TC30339","Invalid IBFT transaction request. The transaction with the specified bank transaction ID is being reversed.","",""<endrec>
"8","BTS","TC30340","The {0} account is incorrectly configured.","",""<endrec>
"17","BTS","TC30341","The identity''s KYC information is incorrectly configured.","",""<endrec>
"17","BTS","TC30342","The HeadOffice parameter is not set to the head office of the primary party.","",""<endrec>
"17","BTS","TC30343","The transaction amount precision is incorrect.","",""<endrec>
"17","BTS","TC30344","The primary party fails to be authenticated during an organization withdrawal transaction.","",""<endrec>
"17","BTS","TC30345","The primary party is not the home organization of the organization operator or a child organization of the home organization.","",""<endrec>
"17","BTS","TC30346","When an SP operator initiates an organization revenue settlement transaction, if the HeadOffice parameter is configured, the ReceiverParty must be set to a child organization of HeadOffice or an organization specified by HeadOffice.","",""<endrec>
"17","BTS","TC30347","When an organization operator initiates an organization revenue settlement transaction through API, the HeadOffice parameter must be empty.","",""<endrec>
"17","BTS","TC30348","The organization specified by the ReceiverParty already has an ongoing revenue settlement transaction.","",""<endrec>
"17","BTS","TC30349","An organization can have only one settlement profile.","",""<endrec>
"4","BTS","TC30350","The device whose MSISDN is {0} belongs to {1}. The MSISDN is invalid.","",""<endrec>
"17","BTS","TC30351","The selected organization does not exist or has been closed.","",""<endrec>
"8","BTS","TC30352","The {1} short code in the confirmation message of the {0} transaction from a  third-party does not belong to the primary, receiver, credit, or debit party.","",""<endrec>
"15","BTS","TC30353","The transaction cannot be confirmed through the {0} channel.","",""<endrec>
"17","BTS","TC30354","Failed to decrypt a file during account reconciliation.","",""<endrec>
"17","BTS","TC30355","Failed to encrypt a file during account reconciliation.","",""<endrec>
"17","BTS","TC30356","The transaction amount must have the cents value as a multiple of 5.","",""<endrec>
"17","BTS","TC30357","The initiator cannot initiate a transaction for another organization or customer.","",""<endrec>
