APPLY_SCENARIOS,CONFIDENTIAL_FLAG,DATA_TYPE,DESCRIPTION,FEATURE_CODE,IGNORE,MAX_LENGTH,MULTI_LANGUAGE_FLAG,VARIABLE_NAME                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                <endrec>
"00000000000000000010000000000000","0","3","Principle amount. The notification is sent when querying mini statement.","","1","12","0","StatementInfo.PrincipleAmount"<endrec>
"00000000000000000010000000000000","0","1","Reason type alias. The notification is sent when querying mini statement.","","1","64","0","StatementInfo.ReasonAlias"<endrec>
"00000000000000000010000000000000","0","1","Event status. The notification is sent when querying mini statement.","","1","8","0","StatementInfo.Status"<endrec>
"00000000000000000010000000000000","0","1","Target customer. The notification is sent when querying mini statement.","","1","18","0","StatementInfo.TargetNumber"<endrec>
"00000000000000000010000000000000","0","1","Tax alias. The notification is sent when querying mini statement.","","1","8","0","StatementInfo.TaxAlias"<endrec>
"00000000000000000010000000000000","1","1","Tax amount. The notification is sent when querying mini statement.","","1","12","0","StatementInfo.TaxAmount"<endrec>
"00000000000000000010000000000000","0","5","Event time. The notification is sent when querying mini statement.","","1","8","0","StatementInfo.Time"<endrec>
"00000100000000000000000000000000","0","1","Error message. The notification is sent when a bulk task fails.","","0","512","0","SystemEvent.ERROR_MESSAGE"<endrec>
"00000001000000000000000000000000","0","1","Plan ID. The notification is sent when a system event fails.","","1","32","0","SystemEvent.PlanId"<endrec>
"00000100000000000000000000000000","0","1","System task name. The notification is sent when a bulk task fails.","","1","16","0","SystemEvent.SYSTEM_TASK_NAME"<endrec>
"10000000000010000000000000000000","1","1","Charge amount in the transaction information.","","1","10","0","Transaction.AdditionalData.HomeSend_Charge_Amount"<endrec>
"00000000000010000000000000000000","0","1","Payment channel for an IMT transaction. The notification is sent to the customer when a transaction is successful.","","1","16","0","Transaction.AdditionalData.Payment_Channel"<endrec>
"10000000000010000000000000000000","1","1","Original transaction amount in the additional transaction information.","","1","10","0","Transaction.AdditionalData.Principle_Amount"<endrec>
"00000000000010000000000000000000","0","1","Recipient's first name. The notification is sent to the customer when an IMT transaction is successful.","","0","16","0","Transaction.AdditionalData.Recipient First Name"<endrec>
"00000000000010000000000000000000","0","1","Channel verification of a sender. The notification is sent to the customer when an IMT HomeSend transaction is successful.","","1","128","0","Transaction.AdditionalData.Sender_Channel_Identification"<endrec>
"00000000000010000000000000000000","0","2","ISO code of a sender's country. The notification is sent to the customer when an IMT HomeSend transaction is successful.","","0","16","0","Transaction.AdditionalData.Sender_Country_ISO_Code"<endrec>
"00000000000010000000000000000000","0","1","IMT transaction amount of a sender. The notification is sent to the customer when a transaction is successful.","","1","3","0","Transaction.AdditionalData.Sender_Currency"<endrec>
"00000000000010000000000000000000","0","1","Sender's first name in an IMT transaction. The notification is sent to the customer when a transaction is successful.","","0","16","0","Transaction.AdditionalData.Sender_First_Name"<endrec>
"00000000000010000000000000000000","0","1","Sender's last name in an IMT transaction. The notification is sent to the customer when a transaction is successful.","","1","16","0","Transaction.AdditionalData.Sender_Last_Name"<endrec>
"00000000000010000000000000000000","0","1","Sender's name in an IMT transaction. The notification is sent to the customer when a transaction is successful.","","1","16","0","Transaction.AdditionalData.Sender_Name"<endrec>
"00000000000010011100000000000000","0","1","","","1","32","0","Transaction.Bank.BranchName"<endrec>
"00000000000010011100000000000000","0","1","","","1","32","0","Transaction.Bank.BranchShortCode"<endrec>
"00000000000010011100000000000000","0","1","Transaction.Bank.ReceivingAccount","","1","32","0","Transaction.Bank.ReceivingAccount"<endrec>
"00000000000010011100000000000000","0","4","Expiration time of a transaction in the basic transaction information.","","1","10","0","Transaction.BasicInfo.ExpiryDate"<endrec>
"11110000000000000000000000000000","0","1","External transaction ID in the basic transaction information.","","0","64","0","Transaction.BasicInfo.ExternalOrderNo"<endrec>
"00000000000010001000000000000000","0","1","Remarks. This parameter is valid when the transaction is successful.","","1","12","0","Transaction.BasicInfo.OriTransLogId"<endrec>
"00000000000010000000000000000000","0","5","Transaction end time. The notification is sent to the customer when a transaction is successful.","","1","18","0","Transaction.BasicInfo.TransEndTime"<endrec>
"00000000000010011110011100000000","0","1","Creation date of a transaction in the basic transaction information.","","1","10","0","Transaction.BasicInfo.TransInitiateDate"<endrec>
"00000000000010011110011100000000","0","5","Creation time of a transaction in the basic transaction information.","","1","8","0","Transaction.BasicInfo.TransInitiateTime"<endrec>
"00000000000010011110011100000000","0","1","ID of an order in the basic transaction information.","","1","12","0","Transaction.BasicInfo.TransLogId"<endrec>
"00000000000010011100000000000000","0","1","Current value of broken limit during the transaction.","","0","100","0","Transaction.BrokenLimit.CurrentValue"<endrec>
"00000000000010011100000000000000","0","1","Restriction type, including maximum, minimum, and integer range [100, 200].","","0","100","0","Transaction.BrokenLimit.LimitPattern"<endrec>
"00000000000010011100000000000000","0","1","ID of a risk control rule during the transaction.","","0","100","0","Transaction.BrokenLimit.LimitRuleId"<endrec>
"00000000000010011100000000000000","0","1","Name of a risk control rule during the transaction.","","0","100","0","Transaction.BrokenLimit.LimitRuleName"<endrec>
"00000000000010011100000000000000","0","1","Length of a period. If the validity period is rolling, the length of the period needs to be specified.","","0","100","0","Transaction.BrokenLimit.PeriodLength"<endrec>
"00000000000010011100000000000000","0","1","Type of a validity period. The options are fixed, rolling, and NA.","","0","110","0","Transaction.BrokenLimit.PeriodType"<endrec>
"00000000000010011100000000000000","0","1","Unit of a validity period. The options are second, minute, hour, day, week, month, and year.","","0","100","0","Transaction.BrokenLimit.PeriodUnit"<endrec>
"00000000000010011100000000000000","0","1","Threshold type. The options are transaction amount, balance, total transaction amount, number of transactions, action times, same and similar transactions.","","0","100","0","Transaction.BrokenLimit.ThresholdType"<endrec>
"00000000000010011100000000000000","0","1","Threshold value of broken limit during the transaction.","","0","100","0","Transaction.BrokenLimit.ThresholdValue"<endrec>
"00000000000010000000000000000000","0","1","Commercial Name of the external bundle, exactly for package or denomination.","","1","128","0","Transaction.Bundle.CommercialName"<endrec>
"00000000000010000000000000000000","0","1","Bundle consumption result in the transaction process.","","1","1","0","Transaction.Bundle.Consumed"<endrec>
"00000000000010000000000000000000","1","1","Actual available quota of the bundle element after the transaction is completed in the transaction process.","","1","18","0","Transaction.Bundle.Element.AvailableValue"<endrec>
"00000000000010000000000000000000","0","1","Bundle name in the transaction process.","","1","64","0","Transaction.Bundle.Element.BundleName"<endrec>
"00000000000010000000000000000000","0","1","Bundle element subscriber ID in the transaction process.","","1","32","0","Transaction.Bundle.Element.Identifier"<endrec>
"00000000000010000000000000000000","0","1","Bundle element type in the transaction process.","","1","64","0","Transaction.Bundle.Element.Type"<endrec>
"00000000000010000000000000000000","0","1","Bundle element measurement unit in the transaction process.","","1","100","0","Transaction.Bundle.Element.Unit"<endrec>
"00000000000010000000000000000000","0","1","Price of the external bundle, exactly for package or denomination.","","1","18","0","Transaction.Bundle.ExternalPrice"<endrec>
"00000000000010011100000000000000","0","1","Card number, which is used in notifications sent for Linked Financial Cards service transactions.","","1","32","0","Transaction.Card.CardNumber"<endrec>
"00000000000010011110011100000000","0","1","Reserved.","","1","32","0","Transaction.ClosedOperatorId"<endrec>
"00000000000010000000000000000000","0","4","Customer/Organisation/SP Operator can input some message during transaction initiation e.g. Thanks message, Happy Birthday, Merry Xmas etc. and this message will be added to the notification sent to the other party.","","1","4","0","Transaction.Comment2Customer"<endrec>
"00000000000010000000000000000000","0","3","Transaction commission. The notification is sent to the customer when a transaction is successful.","","0","12","0","Transaction.Commission"<endrec>
"01000000000000011100011100000000","0","1","Reserved.","","1","16","0","Transaction.Credential"<endrec>
"00000000000010011100000000000000","0","1","Account name of a credit party during the transaction.","0","0","60","0","Transaction.Credit.AccountName"<endrec>
"00000000000010011100000000000000","0","1","Credit Party's National ID in transaction.","","0","32","0","Transaction.Credit.CNIC"<endrec>
"00000000000010000000000000000000","1","9","Advance notification of a credit party in dynamic charging. This parameter is valid when the transaction is successful.","","0","512","0","Transaction.Credit.DynamicChargeAdvanceInfo"<endrec>
"00000000000010000000000000000000","1","9","Preference information of a credit party in dynamic charging. This parameter is valid when the transaction is successful.","","0","512","0","Transaction.Credit.DynamicChargeRepricingInfo"<endrec>
"00000000000010011100000000000000","0","1","First name of the credit during the transaction.","","1","16","0","Transaction.Credit.FirstName"<endrec>
"00000000000000001110011111000000","0","1","Short code of credit group in transaction.","","0","32","0","Transaction.Credit.GroupCode"<endrec>
"00000000000010011110011100000000","0","1","Name of credit group during the transaction.","","0","256","0","Transaction.Credit.GroupName"<endrec>
"00000000000010011110011100000000","0","1","Public name of credit group in transaction.","","0","256","0","Transaction.Credit.GroupPublicName"<endrec>
"00000000000010000010000000000000","0","1","Account alias of a credit party during the transaction.","","1","20","0","Transaction.Credit.IdentityAccountAlias"<endrec>
"00000000000010011100000000000000","1","3","Account balance of a credit party during the transaction.","","1","12","0","Transaction.Credit.IdentityAccountBalance"<endrec>
"00100000000010011100000000000000","0","1","Account status of a credit party during the transaction.","","1","16","0","Transaction.Credit.IdentityAccountStatus"<endrec>
"00000000000010000010000000000000","0","1","Account type of a credit party during the transaction.","","1","20","0","Transaction.Credit.IdentityAccountTypeName"<endrec>
"00000000000010011100000000000000","0","1","MSISDN used by an identity of a credit party during the transaction.","","1","18","0","Transaction.Credit.IdentityMSISDN"<endrec>
"00000000000010011100000000000000","0","1","Identity name of a credit party during the transaction.","","1","32","0","Transaction.Credit.IdentityName"<endrec>
"00000000000010011100000000000000","0","7","Identity status of a credit party during the transaction.","","1","16","0","Transaction.Credit.IdentityStatus"<endrec>
"00000000000010011100000000000000","0","1","Last name of the credit during the transaction.","","1","16","0","Transaction.Credit.LastName"<endrec>
"00000000000010011100000000000000","0","1","Last four digits of the MSISDN used by an identity of a credit party during the transaction.","","1","4","0","Transaction.Credit.MSISDNLast4Digits"<endrec>
"00000000000010011100000000000000","0","1","Middle name of the credit during the transaction.","","1","16","0","Transaction.Credit.MiddleName"<endrec>
"00000000000010011100000000000000","0","1","Organization to which the credit party belongs during the transaction.","","1","128","0","Transaction.Credit.OrgName"<endrec>
"00000000000010011100000000000000","0","1","Short code of an organization to which the credit party belongs during the transaction.","","1","6","0","Transaction.Credit.OrgShortCode"<endrec>
"00000000000010000000000000000000","0","1","Ad customized for the organization, which is used in the notification sent to the credit party when the transaction is successful.","","1","280","0","Transaction.Credit.ProductServiceAdv"<endrec>
"00000000000010011100000000000000","0","1","Till number of the credit in a transaction.","","1","32","0","Transaction.Credit.TillNumber"<endrec>
"00000000000010011100000000000000","0","1","Account name of a debit party during the transaction.","","0","60","0","Transaction.Debit.AccountName"<endrec>
"00000000000010011100000000000000","0","1","Debit Party's National ID in transaction.","","0","32","0","Transaction.Debit.CNIC"<endrec>
"00000000000010000000000000000000","1","9","Advance notification of a debit party in dynamic charging. This parameter is valid when the transaction is successful.","","0","512","0","Transaction.Debit.DynamicChargeAdvanceInfo"<endrec>
"00000000000010000000000000000000","1","9","Repricing information of a debit party in dynamic charging. This parameter is valid when the transaction is successful.","","0","512","0","Transaction.Debit.DynamicChargeRepricingInfo"<endrec>
"00000000000010011100000000000000","0","1","First name of the debit during the transaction.","","1","16","0","Transaction.Debit.FirstName"<endrec>
"00000000000010011110011100000000","0","1","Short code of credit group during the transaction.","","0","32","0","Transaction.Debit.GroupCode"<endrec>
"00000000000010011110011100000000","0","1","Description of debit group in transaction.","","0","256","0","Transaction.Debit.GroupDescription"<endrec>
"00000000000010011110011100000000","0","1","Name of debit group during the transaction.","","0","256","0","Transaction.Debit.GroupName"<endrec>
"00000000000010011110011100000000","0","1","Public name of debit group in transaction.","","0","256","0","Transaction.Debit.GroupPublicName"<endrec>
"00000000000010000010000000000000","0","1","Account alias of a debit party during the transaction.","","1","20","0","Transaction.Debit.IdentityAccountAlias"<endrec>
"00000000000010011110011100000000","1","3","Account balance of a debit party during the transaction.","","1","12","0","Transaction.Debit.IdentityAccountBalance"<endrec>
"00100000000010011100000000000000","0","1","Account status of a debit party during the transaction.","","1","16","0","Transaction.Debit.IdentityAccountStatus"<endrec>
"00000000000010000010000000000000","0","1","Account type of a debit party during the transaction.","","1","20","0","Transaction.Debit.IdentityAccountTypeName"<endrec>
"00000000000010011100000000000000","0","1","MSISDN used by an identity of a debit party during the transaction.","","1","18","0","Transaction.Debit.IdentityMSISDN"<endrec>
"00000000000010011100000000000000","0","1","Identity of a debit party during the transaction.","","1","32","0","Transaction.Debit.IdentityName"<endrec>
"00000000000010011100000000000000","0","7","Identity status of a debit party during the transaction.","","1","16","0","Transaction.Debit.IdentityStatus"<endrec>
"00000000000010011100000000000000","0","1","Last name of the debit during the transaction.","","1","16","0","Transaction.Debit.LastName"<endrec>
"00000000000010011100000000000000","0","1","Last four digits of the MSISDN used by an identity of a debit party during the transaction.","","1","4","0","Transaction.Debit.MSISDNLast4Digits"<endrec>
"00000000000010011100000000000000","0","1","Middle name of the debit during the transaction.","","1","16","0","Transaction.Debit.MiddleName"<endrec>
"00000000000010011100000000000000","0","1","Organization to which the debit party belongs during the transaction.","","1","128","0","Transaction.Debit.OrgName"<endrec>
"00000000000010011100000000000000","0","1","Short code of an organization to which the debit party belongs during the transaction.","","1","6","0","Transaction.Debit.OrgShortCode"<endrec>
"00000000000010000000000000000000","0","1","Ad customized for the organization, which is used in the notification sent to the debit party when the transaction is successful.","","1","280","0","Transaction.Debit.ProductServiceAdv"<endrec>
"00000000000010011100000000000000","0","1","Till number of the debit in a transaction.","","1","32","0","Transaction.Debit.TillNumber"<endrec>
"00000000000000001000000000000000","0","3","Debit identity account balance. The notification is sent to the customer when a transaction is canceled.","","0","12","0","Transaction.Dedit.IdentityAccountBalance"<endrec>
"00000000000010011100000000000000","0","1","Indicates the customer MSISDN in Dompetku transaction.","","1","32","0","Transaction.DompetkuTrans.CustomerMSISDN"<endrec>
"00000000000010011100000000000000","0","3","Indicates the amount of transactions in Dompetku.","","1","12","0","Transaction.DompetkuTrans.DompetkuAmount"<endrec>
"00000000000010000000000000000000","0","1","Customer in dormant state. This parameter is valid when the transaction is successful.","","1","256","0","Transaction.DormantCustomerName"<endrec>
"00000000000010011100000000000000","0","1","Recharge number in a top-up service request.","0","1","20","0","Transaction.EnteredRechargedMSISDN"<endrec>
"00000000000010011100000000000000","1","3","Loan account balance in the FSI service. This parameter is used for sending a notification when performing the FSI service operation.","4","0","100","0","Transaction.FSIInfo.FSILoanBalance"<endrec>
"00000000000010011100000000000000","1","1","New Balance in the FSI service","","0","100","0","Transaction.FSIInfo.FSINewBalance"<endrec>
"00000000000010011100000000000000","1","3","Saving account balance in the FSI service. This parameter is used for sending a notification when performing the FSI service operation.","","0","100","0","Transaction.FSIInfo.FSISavingsBalance"<endrec>
"00000000000010011100000000000000","1","1","Overpay amount in the FSI service","","0","100","0","Transaction.FSIInfo.OverpayAmount"<endrec>
"00000000000010011100000000000000","0","3","Loan amount deducted from the saving account in the FSI service. This parameter is used for sending a notification when performing the FSI service operation.","4","0","20","0","Transaction.FSIInfo.RepaymentAmountFromSavings"<endrec>
"10000000000010011100000000000000","0","1","Target currency, which is used in notifications sent for Foreign Exchange service transactions.","","1","3","0","Transaction.FXInfo.DestinationCurrency"<endrec>
"10000000000010011100000000000000","0","3","Target currency transaction amount, which is used in notifications sent for Foreign Exchange service transactions.","","0","12","0","Transaction.FXInfo.DestinationCurrencyAmount"<endrec>
"10000000000010011100000000000000","0","3","Target currency transaction commission, which is used in notifications sent for Foreign Exchange service transactions.","","1","12","0","Transaction.FXInfo.DestinationCurrencyFee.Commission"<endrec>
"10000000000010011100000000000000","0","3","Target currency transaction handling fee, which is used in notifications sent for Foreign Exchange service transactions.","","1","12","0","Transaction.FXInfo.DestinationCurrencyFee.Fee"<endrec>
"10000000000010011100000000000000","0","3","Target currency transaction tax, which is used in notifications sent for Foreign Exchange service transactions.","","1","12","0","Transaction.FXInfo.DestinationCurrencyFee.Tax"<endrec>
"10000000000010011100000000000000","0","1","Exchange rate, which is used in notifications sent for Foreign Exchange service transactions.","","1","18","0","Transaction.FXInfo.Rate"<endrec>
"10000000000010011100000000000000","0","1","Exchange rate type, which is used in notifications sent for Foreign Exchange service transactions.","","1","32","0","Transaction.FXInfo.RateType"<endrec>
"10000000000010011100000000000000","0","1","Transaction source currency, which is used in notifications sent for Foreign Exchange service transactions.","","1","3","0","Transaction.FXInfo.SourceCurrency"<endrec>
"10000000000010011100000000000000","0","3","Source currency transaction amount, which is used in notifications sent for Foreign Exchange service transactions.","","1","12","0","Transaction.FXInfo.SourceCurrencyAmount"<endrec>
"10000000000010011100000000000000","0","3","Source currency transaction commission, which is used in notifications sent for Foreign Exchange service transactions.","","1","12","0","Transaction.FXInfo.SourceCurrencyFee.Commission"<endrec>
"10000000000010011100000000000000","0","3","Source currency transaction handling fee, which is used in notifications sent for Foreign Exchange service transactions.","","0","12","0","Transaction.FXInfo.SourceCurrencyFee.Fee"<endrec>
"10000000000010011100000000000000","0","3","Source currency transaction tax, which is used in notifications sent for Foreign Exchange service transactions.","","1","12","0","Transaction.FXInfo.SourceCurrencyFee.Tax"<endrec>
"00100000000010011100000000000000","1","3","Actual transaction amount during the transaction.","","1","12","0","Transaction.FeeInfo.ActualAmount"<endrec>
"00100000000010011100000000000000","0","1","Amount number during the transaction.","","1","12","0","Transaction.FeeInfo.AmountNumber"<endrec>
"00000000000010000010000000000000","1","3","Commission during the transaction.","0","1","12","0","Transaction.FeeInfo.Commission"<endrec>
"00000000000010000000000000000000","1","1","Commission of a credit party during the transaction.","","1","12","0","Transaction.FeeInfo.CreditParty.Commission"<endrec>
"00000000000010000000000000000000","1","1","Fee of a credit party during the transaction.","","1","12","0","Transaction.FeeInfo.CreditParty.Fee"<endrec>
"00000000000010011100000000000000","0","1","Currency used for the transaction.","","1","3","0","Transaction.FeeInfo.Currency"<endrec>
"00000000000010000000000000000000","1","1","Commission of a debit party during the transaction.","","1","12","0","Transaction.FeeInfo.DebitParty.Commission"<endrec>
"00000000000010000000000000000000","1","1","Fee of a debit party during the transaction.","","1","12","0","Transaction.FeeInfo.DebitParty.Fee"<endrec>
"00100000000010011100000000000000","1","3","Fee charged during the transaction.","","1","12","0","Transaction.FeeInfo.Fee"<endrec>
"00100000000010011100000000000000","1","3","Original transaction amount during the transaction.","","1","12","0","Transaction.FeeInfo.OrgAmount"<endrec>
"00100000000010011110011100000000","1","1","Actual commission received by the organization of the primary transaction party, which is used in the notification sent after commission sharing.","","1","100","0","Transaction.FeeInfo.PrincipalOrgActualCommission"<endrec>
"00000000000010000000000000000000","1","1","Tax during the transaction.","","1","12","0","Transaction.FeeInfo.Tax"<endrec>
"00000000000010000000000000000000","0","4","End time of a transaction initiated by a customer to transfer an amount through HomeSend.","","0","","0","Transaction.IMTInfo.MaxCompletionDate"<endrec>
"00000000000010000000000000000000","1","2","Amount that the receiver receives. This parameter is valid when the IMT transaction is successful.","","0","","0","Transaction.IMTInfo.ReceivedAmount"<endrec>
"00000000000010000000000000000000","0","1","Currency used by the receiver. This parameter is valid when the IMT transaction is successful.","","0","","0","Transaction.IMTInfo.ReceiverCurrency"<endrec>
"00000000000010000000000000000000","0","1","MSISDN used by the receiver. This parameter is valid when the IMT transaction is successful.","","0","","0","Transaction.IMTInfo.RecipientMSISDN"<endrec>
"00000000000010000000000000000000","0","1","Name of the receiver. This parameter is valid when the IMT transaction is successful.","1","0","","0","Transaction.IMTInfo.RecipientName"<endrec>
"00000000000010000000000000000000","0","1","Redemption PIN of the recipient, which is included in the notification sent for the IMT Remittance to Local Remittance Partner service.","","1","100","0","Transaction.IMTInfo.RemitteeRedeemPIN"<endrec>
"00000000000010000000000000000000","0","1","Redemption transaction code of the recipient, which is included in the notification sent for the IMT Remittance to Local Remittance Partner service.","","1","100","0","Transaction.IMTInfo.RemitteeRedeemTransferCode"<endrec>
"00000000000000011100000000000000","0","4","Monitoring time. This parameter is used for verifying whether this transaction can be configured in the reason type.","","0","","0","Transaction.IMTInfo.ScreeningEndDate"<endrec>
"00000000000010000000000000000000","1","1","Transaction ID. This parameter is valid when the IMT transaction is successful.","","0","","0","Transaction.IMTInfo.TransactionCode"<endrec>
"00000000000010000000000000000000","0","4","Expiration time. This parameter is valid when the IMT transaction is successful.","","0","","0","Transaction.IMTInfo.VOCExpirationDate"<endrec>
"00000000000000011100000000000000","0","1","Verification message. This parameter is used for verifying the error information corresponding to the additional data.","","0","","0","Transaction.IMTInfo.ValidationMessage"<endrec>
"00000000000010011100000000000000","0","1","Initiator National ID in transaction.","","0","32","0","Transaction.Initiator.CNIC"<endrec>
"00000000000010011100000000000000","0","1","First name of the initiator during the transaction.","","1","16","0","Transaction.Initiator.FirstName"<endrec>
"00000000000010011110000100000000","1","3","Account balance of the initiator during the transaction.","","1","12","0","Transaction.Initiator.IdentityAccountBalance"<endrec>
"00000000000010011100000000000000","0","1","MSISDN of the initiator during the transaction.","","1","16","0","Transaction.Initiator.IdentityMSISDN"<endrec>
"00000000000010011100000000000000","0","7","Status of the initiator during the transaction.","","1","16","0","Transaction.Initiator.IdentityStatus"<endrec>
"00000000000010011100000000000000","0","1","Identity type of the initiator.","","1","16","0","Transaction.Initiator.IdentityType"<endrec>
"00000000000010011100000000000000","0","1","Last name of the initiator during the transaction.","","1","16","0","Transaction.Initiator.LastName"<endrec>
"00000000000010011100000000000000","0","1","Last four digits of the MSISDN used by the initiator during the transaction.","","1","4","0","Transaction.Initiator.MSISDNLast4Digits"<endrec>
"00000000000010011100000000000000","0","1","Middle name of the initiator during the transaction.","","1","16","0","Transaction.Initiator.MiddleName"<endrec>
"00000000000010000000000000000000","0","1","Organization to which the initiator belongs during the transaction.","","1","128","0","Transaction.Initiator.OrgName"<endrec>
"00000000000010011100000000000000","0","1","Position of intiator","","1","128","0","Transaction.Initiator.Position"<endrec>
"00000000000010011100000000000000","0","1","Postion type of initiator's position.","","1","10","0","Transaction.Initiator.PositionType"<endrec>
"00000000000010000000000000000000","0","1","Ad customized for the organization, which is used in the notification sent to the initiator when the transaction is successful.","","1","280","0","Transaction.Initiator.ProductServiceAdv"<endrec>
"00000000000010011100000000000000","0","1","Till number of the initiator in a transaction.","","1","32","0","Transaction.Initiator.TillNumber"<endrec>
"00000000000010000010000000000000","0","4","Reserved.","","1","10","0","Transaction.InputBeginDate"<endrec>
"00000000000010000010000000000000","0","4","Reserved.","","1","10","0","Transaction.InputEndDate"<endrec>
"00000000000010000000000000000000","0","6","The list of effective limit rules when transaction complete","","0","100","0","Transaction.LimitRemind"<endrec>
"00000000000010000000000000000000","0","1","Name of the loyalty point plan issued by the organization during the transaction.","","1","32","0","Transaction.LoyaltyPointInfo.OrgLoyaltySchemaName"<endrec>
"00000000000010000000000000000000","0","1","Number of loyalty points issued by the organization during the transaction.","","1","64","0","Transaction.LoyaltyPointInfo.PointsIssuedByOrg"<endrec>
"00000000000010000000000000000000","0","1","Number of loyalty points issued by the SP during the transaction.","","1","64","0","Transaction.LoyaltyPointInfo.PointsIssuedBySP"<endrec>
"00000000000010000000000000000000","0","1","Name of the loyalty point plan issued by the SP during the transaction.","","1","32","0","Transaction.LoyaltyPointInfo.SPLoyaltySchemaName"<endrec>
"00000000000010000000000000000000","0","1","Merchant transation number during the transaction.","","0","64","0","Transaction.MerchantTransationNumber"<endrec>
"11110000000010011110011100000000","0","3","Amount associated with the new voucher which support multiple . This parameter is used for balance exchange upon user deregistration","","1","64","0","Transaction.NewVoucher.Amount"<endrec>
"00000000000010011100000000000000","0","1","Currency use for new voucher which support multiple","","1","3","0","Transaction.NewVoucher.Currency"<endrec>
"00000000000010000010000000000000","0","1","The new voucher can not be redeemed after this date","","1","10","0","Transaction.NewVoucher.ExpireDate"<endrec>
"00000000000010011100000000000000","0","1","Indicates whether the new voucher after redeem and its type is the other voucher during the transaction","","0","32","0","Transaction.NewVoucher.IsOtherVoucher"<endrec>
"00000010000010000010000000000000","1","1","New voucher code which create after redeem during the transaction.","","1","10","0","Transaction.NewVoucher.VoucherCode"<endrec>
"01000000000010000000000000000000","0","1","Notification sent by BankAccountTypewhen the customer transfer is successful.","","0","256","0","Transaction.NonLinkedFSI.BankAccountType"<endrec>
"01000000000010000000000000000000","0","1","Notification sent by BankCardWithMask when the customer transfer is successful.","","0","256","0","Transaction.NonLinkedFSI.BankCardWithMask"<endrec>
"00000000000010011100000000000000","1","3","OD access fee information","","1","12","0","Transaction.ODInfo.AccessFee"<endrec>
"00000000000010011100000000000000","1","3","OD balance information","","1","12","0","Transaction.ODInfo.Balance"<endrec>
"00000000000010011100000000000000","1","3","OD debt amount information","","1","12","0","Transaction.ODInfo.Debt"<endrec>
"00000000000010011100000000000000","0","4","OD contract duedate information","","1","10","0","Transaction.ODInfo.DueDate"<endrec>
"00000000000010011100000000000000","1","3","OD interest rate information","","1","12","0","Transaction.ODInfo.InterestRate"<endrec>
"00000000000010011100000000000000","1","3","OD limit information","","0","12","0","Transaction.ODInfo.Limit"<endrec>
"00000000000010011100000000000000","0","1","result code for OD repayment indicates full repayment or partial repayment","","1","5","0","Transaction.ODInfo.ResultCode"<endrec>
"00000000000010011100000000000000","1","3","OD transaction amount of the transaction","","1","12","0","Transaction.ODInfo.TransactionAmount"<endrec>
"00000000000010011110000000000000","0","1","Reserved.","","1","10","0","Transaction.OperatorCode"<endrec>
"00000000000000001000000000000000","0","1","Original transaction log ID. The notification is sent to the customer when a transaction is canceled.","","1","12","0","Transaction.OriTransLogId"<endrec>
"00000000000010000000000000000000","0","6","Reference data of the original transaction. This parameter is used for rolling back the notification sent for a transaction whose original transaction has reference data.","","1","256","0","Transaction.OrigReferenceDataList.OrigReferenceData"<endrec>
"00000000000010000000000000000000","1","1","The amount of the original transaction that triggered the cashback.","","1","12","0","Transaction.OriginalTxn.Amount"<endrec>
"00000000000010000000000000000000","1","1","The Order ID of the original transaction that triggered the cashback.","","1","20","0","Transaction.OriginalTxn.OrderId"<endrec>
"00000000000010000000000000000000","1","1","The alias of the original reason type that triggered the cashback.","","1","256","0","Transaction.OriginalTxn.ReasonType"<endrec>
"00000000000010011110011100000000","0","1","Identity ID of a partern during the transaction.","","0","20","0","Transaction.PartnerSP.IdentityID"<endrec>
"00000000000010011110011100000000","0","1","Identity name of a partern during the transaction.","","0","512","0","Transaction.PartnerSP.IdentityName"<endrec>
"00000000000010011110011100000000","0","1","Identity type of a partern during the transaction.","","0","20","0","Transaction.PartnerSP.IdentityType"<endrec>
"00000000000010011100000000000000","0","1","Payment amount, which is used in notifications sent in the Dompetku Bill Payment service.","","1","32","0","Transaction.PayBillInfo.BillAmount"<endrec>
"00000000000010011100000000000000","0","1","Name of the bill issuer organization, which is used in notifications sent in the Dompetku Bill Payment service.","","1","128","0","Transaction.PayBillInfo.BillIssuerName"<endrec>
"00000000000010011100000000000000","0","1","Short code of the bill issuer, which is used in notifications sent in the Dompetku Bill Payment service.","","1","32","0","Transaction.PayBillInfo.BillIssuerShortCode"<endrec>
"00000000000010011100000000000000","0","1","Bill reference number in the Pay Bill transaction.","","0","256","0","Transaction.PayBillInfo.BillReferenceNumber"<endrec>
"00000000000010011100000000000000","0","1","Payment MSISDN, which is used in notifications sent in the Dompetku Bill Payment service.","","1","32","0","Transaction.PayBillInfo.PaymentMSISDN"<endrec>
"00000000000010011100000000000000","0","1","Payment type information, which is used in notifications sent in the Dompetku Bill Payment service.","","1","64","0","Transaction.PayBillInfo.PaymentType"<endrec>
"00000000000010011100000000000000","0","1","Indicates whether to verify the notification text in the Pay Bill transaction.","","1","3","0","Transaction.Paybill.ValidationNotification"<endrec>
"00000000000010011100000000000000","0","1","Content of the notification text in the Pay Bill transaction.","","1","256","0","Transaction.Paybill.ValidationNotificationText"<endrec>
